,full_text,sentiment
1719,Bisa jadi alasan buat MRT date Transjakarta date dan public transport date lainnya.,netral
1720,Anies Baswedan Ajak Delegasi Forum Urban 20 Keliling Jakarta Naik Bus Listrik Trans Jakarta dan MRT Jakarta,netral
1721,Erick Thohir: KRL-MRT-LRT dan Kereta Cepat Akan Tersambung      .,netral
1722,Menculik dua orang kesayangan yang akhir-akhir ini hanya ngobrol di Twitter tidak sengaja ketemu di museum dan kami jalan kaki dari stasiun MRT Blok A sampai ke rumah. So happy,positif
1723,Aturan setelah memindahkan dilepas Ini dipegang terus kayak pegangan di MRT,netral
1724,tidak sering . jarang banget malah. tapi sekalinya kalau dia chat duluan random saja tiba-tiba kirim screenshot sepatu boots lah yang zombie mrt itu lah . tidak paham juga saya,netral
1725,serius di jkt kalau transportasi umum lebih baik naik mrt atau transjakarta?,netral
1726,Erick Thohir Berencana Integrasikan MRT LRT KRL dan Kereta Cepat Jakarta-Bandung,netral
1727,Aduh anjing mau kubur diri saja tadi naik MRT sambil dengar lagu pakai headphone saya kira sudah connect bluetooth taunya kedengeran kencang dari handphone terus ditegur security yang bikin ketawa terbahak-bahak tuh ini gue lagi dengerin Raisa anjingggg pegang tanganku bersama jatuh cinta,negatif
1728,lagi bosan banget jalan-jalan naik mrt yuk,netral
1729,Buka Rute Baru MRT Jakarta Bidik Investor di Ajang Jakarta Investment Forum 2022,netral
1730,gw sakit perut banget baca reply nya yaallah gw tahan ketawa di mrt,positif
1731,"Siapa yg bingung rute busway krl dan mrt astaga 3 tahun tidak naik ini langsung bingung, lagi menyusun rencana untuk waktu sendiri untuk 1 hari tapi menyusunnya 4 hari",netral
1732,Erick Thohir Paparkan Rencana Integrasi MRT dan Kereta Cepat hingga Jawa Barat,netral
1733,Selamat Pagi.. Pagi ini naik MRT jam 08.06 dari Lebak Bulus menuju Hotel Indonesia,netral
1734,Gue hari ini ke Cipete naik MRT terus pulangnya jalan kaki dari IBC ke MRT Cipete Raya lalu jalan kaki lagi dari MRT Setiabudi ke kos im stronger than I thought,positif
1735,LRT MRT Kereta Cepat menjadi ketahanan transportasi Indonesia dalam mendukung perekonomian daerah dan nasional.,netral
1736,MRT Jakarta Siapkan Pusat Informasi Publik di Kota Tua Ini Fasilitasnya,netral
1737,kamu pernah menangis di mrt tidak,netral
1738,Kereta Cepat akan Terintegrasi dengan MRT dan LRT Begini Skemanya: Sejumlah moda transportasi seperti MRT hingga Kereta Cepat Jakarta Bandung (KCJB) akan terintegrasi dari Jakarta menuju sejumlah kawasan di Jawa Barat.,netral
1739,Erick Thohir berencana mengintegrasikan empat moda transportasi sekaligus yaitu Kereta Cepat Jakarta-Bandung MRT KRL dan LRT. Berikut info selengkapnya.,netral
1740,Satu hal yg belum tercapai. Naik kendaraan umum keliling Jakarta sama anak-anak saat mereka libur. Rindu naik TJ rindu naik MRT rindu naik CL.,positif
1741,Ada temenku yang rutin naik MRT atau sesekali pernah naik MRT tidak di sini?,netral
1742,Proxsis Dukung MRT Jakarta Implementasikan Tata Kelola Perusahaan yang Baik,netral
1743,Erick Thohir berencana mengintegrasikan empat moda transportasi sekaligus yaitu Kereta Cepat Jakarta-Bandung MRT KRL dan LRT. Berikut info selengkapnya.,netral
1744,Anies Baswedan Ajak Delegasi Forum Urban 20 Keliling Jakarta Naik Bus Listrik Trans Jakarta dan MRT Jakarta,netral
1745,"permisi kakak-kakak mau bertanya kira-kira kalau kerja dekat mrt blok m rekomendasi kos di mana ya yg lumayan murah dan terjangkau mrt? butuh banget,  penting huhu terima kasih",netral
1746,"Sangat menyenangkan jalan dari kos jam 5.21 ke MRT Hotel Indonesia hanya 13 menit, biasanya hampir 30 menit karena macet dimana-mana",positif
1747,"Properti diperlakukan sebagai investasi itu sudah usang. Ajaran generasi-generasi di atas kita ini sudah mulai ditinggalkan karena pembangunan infrastruktur (jalan-jalan tol, public transport). Gen Z mulai realistis beli rumah dipinggir kota dan naik motor bus krl mrt dan sebagainya",netral
1748,"Perasaan gue naik MRT di singapore gak pernah eror saat tap kartu bahkan cepat bgt naik, sering eror, anehnya harus lepas kartu Flazz dari lanyard untuk diperbaiki lama.",negatif
1749,aku sudah kayak anime banget belum pulang sekolah naik mrt,positif
1750,Menteri BUMN Erick Thohir hendak menyinergikan berbagai moda transportasi umum di ibu kota hingga antarkota.,netral
1751,Kami mengajak mereka untuk melihat sisi baru Jakarta kata Anies.,netral
1752,Di sini ada yang pernah pakai Kartu Multi Trip Krl untuk naik MRT/Busway? Boleh tolong diceritakan,netral
1753,"aku baru mau kerja kantor di sudirman dan tinggal di kos daerah kalibata, kalau busway atau mrt dari kalibata ke sudirman ada tidak sih? ada yang tau rutenya bagaimana?",netral
1754,"Aku Kamis nanti mulai kerja di Jakarta. Karena dari Depok aku akan pakai busway dan MRT. Aku berniat mau beli flazz atau e-money di minimarket indonesia, harganya berapa ya? Dan kartu bisa dipakai untuk transportasi itu kan?",netral
1755,Ini Mimpi Erick Persatukan Kereta Cepat dengan MRT LRT Dan kawan kawan,netral
1756,Erick Thohir Bakal Sinergikan Kereta Commuter MRT LRT dan KCJB,netral
1757,Sumpah perempatan antasari dari cipete macetnya sangat parah sampai telat aku ke mrt nya shit,negatif
1758,dari mrt fatmawati ke universitas pembangan nasional veteran jakarta kampus pondok labu naik angkot apa ya?,netral
1759,Sebanyak 15 proyek infrastruktur bakal ditawarkan pada perhelatan Jakarta Investment Forum 2022. Pembangunan MRT dan LRT Jakarta masuk dua di antaranya.,netral
1760,Menteri BUMN harapkan sinergi layanan kereta api perkotaan dan KCJB,positif
1761,Erick Thohir ingin MRT LRT hingga kereta cepat Jakarta-Bandung bisa terintegrasi.,netral
1762,Siapa yang pagi ini naik MRT dari benhil mau ke blok a tapi justru naik yang ke bunderan HI duluuu,netral
1763,lrt udah mrt udah krl udah tj udah kereta bandara udah apa ya yang belum aku coba naik,netral
1764,Oh gini MRT,netral
1765,Jalan-jalan naik MRT,netral
1766,Cara Naik MRT Jakarta Untuk Pemula Bagaimana,netral
1767,Emang erik jago main special purpose vehicle kereta cepat diakusisi mrt jakarta supaya beban kereta cepat yang rugi gak nampak nanti akan membebani mrt jakarta mrt rugi banyak utang dijual ke china,negatif
1768,KRL TJ MRT Terima kasih untuk Saturday date-nya. ️,positif
1769,Jadi ingat pas awal awal mrt tidak sih?,netral
1770,Sebanyak tiga negara yakni Jepang Korea Selatan dan Inggris siap menandatangani nota kesepahaman terkait dengan kerja sama investasi di Proyek MRT.,netral
1771,07.04 Jalan Gajah Mada dari Harmoni ke Mangga Besar ramai lancar hati-hati penyempitan lajur pekerjaan proyek MRT. Cuaca cerah.,netral
1772,ingin krl atau mrt date tapi di semarang tidak ada cowo gue juga bukan anak jabodetabek.,negatif
1773,Agak tidak enak bau-bau begini naik MRT tapi tidak bawa handuk jadi tidak bisa mandi dulu,netral
1774,Ya go date yourself dong. Sendiri saja tidak perlu menyusahkan diri ya. Tinggal mandi dandan berangkat deh naik mrt krl busway jaklingko. dan pergi.,positif
1775,Sama noraknya sama yang pertama kali ada MRT. Semua orang ada noraknya masing-masing. Beda wilayah aja.,netral
1776,Lucu bgt tadi naik tangga mrt depan aku ada cowo yg pakai sepatu sama persis,positif
1777,sudah 4 trip naik mrt pakai jenius kenapa tidak terbayar yaa,netral
1778,Since Friday night. Yang mau ke arah GBK naik mobil gue sarankan parkir di fX atau Century Park Hotel atau Plaza Senayan saja terus jalan ke GBK agar gampang keluarnya daripada terkena macet. Another better option ke GBK ya MRT atau motor atau ojek. Puncaknya besok itu.,netral
1779,"Coba bayangkan teman-teman, 1200 triliun rupiah bisa beli berapa banyak bus atau bikin MRT berapa kilometer xixixixixxixixi. Duit sih ada tapi prioritasnya ke mana saja, tidak usah bilang kita tidak punya duit untuk bikin transportasi publik bukan itu masalahnya wkwkwk",negatif
1780,Terasa beda sekali perbedaan antara MRT dengan KRL: di KRL denyut kehidupan lebih terasa karena rentang kelas sosial yang lebar. Sehingga ruang observasi menjadi lebih lebar. Di MRT kelas sosial relatif sempit.,netral
1781,Kalau skywalk di Lebak Bulus ini sudah jadi saat masuk di Poins Square itu langsung akses ke CGV. Turun MRT bisa langsung nonton kata orang saat walking tour kemaren sih begitu. Lebih strategis lagi dibanding XXI Blok M Plaza yang harus naik dulu sampai lantai 6.,positif
1782,mengerikan banget MRT di weekend mengerikan,negatif
1783,Naik mrt terus mrt di sebelah ada iklan permission to dance mau naik ituuu anj,positif
1784,mau seharian jalan jalan full naik kendaraan umum kayak bus krl mrt lrt angkot dan lain lain.. TAPIIIII kalau tidak ada temennya takut anjir takut ketemu orang jahat,netral
1785,menahan ketawa di mrt gara gara ini orang yaAllah lelah banget,positif
1786,"Lagi suka nonton video orang-orang barat liburan di Indo, coba makanan sini, naik krl/mrt/kereta.",positif
1787,Setelah sekian lama tidak naik mrt.. here we go,netral
1788,dalam mrt,netral
1789,Jadwal MRT saat malam tahun baru Lebih baik naik MRT daripada bawa kendaraan pribadi,netral
1790,Orang sudah sampai. Ini masih jalan mau ke mrt Lebak bulus ‍,netral
1791,Sapi ini hampir setiap hari ada di dekat stasiun MRT Benhil arah Sampoerna Jakpus ada yg mau bantu bawa ke vet kah? Kasihan lagi flu,negatif
1792,"kemarin foto-foto di venue sama carat banyak bgt tapi yg di hp ku ini saja yg di mrt depan tendor, sama yg di dalam sisanya tidak tau deh di ponsel siapa",netral
1793,"Kepada Pimpinan mohon pagar yg menghubungkan stasiun MRT Lebak Bulus dengan Poins Square dapat diberikan pintu di tengah agar bisa naik angkot 106 atau D15, kami juga ingin berjalan di trotoar yg aman dan nyaman. Terima kasih",netral
1794,Harga Tiket MRT Jakarta Terbaru Dari Setiap Stasiun,netral
1795,Selamat Di akhir tahun ini kamu bisa menukarkan voucher pulsa dan e-wallet favoritmu senilai 25 ribu hanya dengan 1212 saja. Buka Marti Poin di aplikasi MRT-J sekarang sebelum kehabisan!,positif
1796,lucu benar mrt taiwan,positif
1797,"sepanjang jalan ke mrt gemetaran lemas, terus menunggu tj yang lama itu lagi, kalau boleh bilang ya Allah cabut saja sekarang nyawa aku cabut deh",negatif
1798,"untuk yang sering pakai mrt jangan lupa tukarkan poin ya agar jadi e wallet, lumayan",positif
1799,Ini Jadwal Khusus MRT Sambut Festival Tahun Baru,netral
1800,"Sejujurnya kalau Lottemart Fatmawatinya lebih hidup dan terawat beserta area ruko-ruko di parkiran bioskop Local Cinemanya, bagus  bgt sih utk mengadakan premiere film atau minimal special screening, karena areanya cukup luas, sambil menunggu bisa makan dan lain lain dulu kan di bawah. Ada MRT lagi.",positif
1801,hai teman-teman. help me dong kalau mau naik railway bandara tapi mau naik mrt dulu enaknya aku turun dimana ya???? terus naik kereta bandaranya dari stasiun mana? kebetulan hotelku sampingnya mrt lebak bulus jadi ingin pakai mrt dulu mohon bantuannyaaa,netral
1802,wkwkwk seperti pacarku waktu kirim foto lagi di mrt,positif
1803,pulang kantor sama-sama selesai Asean Football Federation paling ramai ini mrt istora lebih lucu lagi sambil mendengarkan elan dan zahra berkata kasar wkwkwk,positif
1804,Mau subsidi kereta tepat sasaran? 1. Coba bikin kebijakan hilangkan kendaraan dinas setingkat pemerintah provinsi paksa orang naik KRL/TJ/MRT 2. Uang yg digunakan untuk pengadaan kendaraan hibahin ke menambah unit kereta/bis Coba deh uji coba 2 tahun begitu sampai 2025 nanti kebiasaannya berubah.,netral
1805,Naik mrt isinya suporter timnas semua,netral
1806,"Sepertinya memang sulit ada MRT/LRT, pembebasan lahan masalah utama, jadi kereta gantung ini mungkin solusi terbaik jangka pendek",netral
1807,perempuan-perempuan yg naik MRT ini gaya pakaiannya sangat effort,positif
1808,Cara ke Museum Polri Jakarta Naik MRT dan Transjakarta,netral
1809,ingin coba mrt,netral
1810,wah melihat kembang api dari dalam mrt seru juga kayaknya,positif
1811,MRT Jakarta Berlakukan Jam Operasional Khusus Malam Tahun Baru Ini Jadwalnya,netral
1812,teman-teman info parkir motor dekat mrt fatmawati dong. terima kasih,netral
1813,tahan kentut di dalam MRT itu rasanya bagaimana begitu ya,netral
1814,Khusus Malam Tahun Baru MRT Jakarta Beroperasi sampai Jam 2 Dini Hari,netral
1815,"MRT tolonglah aturan tidak boleh ini dicabut, di metro mana saja cuman MRT Jakarta yang masih ada aturan konyol ini",negatif
1816,BAPAK BAPAK DI MRT KENTUT DI DEPAN SAYA dia berdiri saya duduk terus tiba tiba prott depan muka,negatif
1817,Peraturan tidak boleh ngobrol di MRT sudah tidak ada memang ya?,netral
1818,HARUSNYA DIDORONG TERUS AGAR SEMUA ORANG PAKAI KRL MRT DAN TRANSPORTASI UMUM LAINNYA. SUBSIDI ITU JUSTRU BENEAR UNTUK TRANSPORTASI UMUM BEGINI PAK BUKAN UNTUK KENDARAAN LISTRIK PRIBADI. ASTAGA,negatif
1819,"Mau disamakan dengan harga mrt yang lebih enak lagi, negara ini pintar banget ngelawak ya",negatif
1820,Bagi kamu yang ingin malam tahun baru di Jakarta berikut jadwal operasional khusus MRT saat malam tahun baru 2023.,netral
1821,"Gue penasaran sama orang ini sudah pernah kemana saja ya? Kenapa dia bisa claim di metro mana saja cuman MRT Jakarta yang masih ada aturan ini. Di subway atau bus Korea tidak boleh berisik, di Jepang juga tidak boleh berisik. Jadi kupikir ya ini adalah hal yang lumrah. berlagak tahu saja orang ini.",netral
1822,"tidak mau tidur di mrt lagi, trauma",negatif
1823,Dalam rangka mendukung Festival Malam Tahun Baru 2023 yang digelar Pemerintah provinsi DKI Jakarta PT MRT Jakarta memperpanjang operasional pelayanan pada 31 Desember nanti.,netral
1824,PT MRT Jakarta mengoperasikan robot pintar DINA yang berpatroli di dalam area Stasiun MRT Lebak Bulus Jaksel.,netral
1825,MRT Ubah Jadwal Operasional Saat Malam Tahun Baru 2023,netral
1826,Info kos yang dekat dengan MRT Haji Nawi atau Blok A atau Cipete Raya dong teman-temanku,netral
1827,Pasti dia paham orang kaya beneran jarang banget naik KRL. Naik MRT sih cukup banyak. Jangan-jangan ini ekspresi kesal hati melihat 'negara kesejahteraan' yg bahkan versi sederhananya diterapkan di sini? eh...,negatif
1828,Malam Tahun Baru MRT Jakarta Akan Beroperasi Hingga Pukul 02.00 WIB,netral
1829,rindu suara mrt lebak bulus,positif
1830,nyaman banget switch krl dan mrt semua bayar serba pakai aplikasi dan paymentnya gopay,positif
1831,Ada Perubahan Jadwal MRT Khusus Tahun Baru Cek di Sini,netral
1832,Pembukaan operasional jembatan layang penyeberangan orang Stasiun MRT Lebak Bulus,netral
1833,Museum Polri Jakarta bisa dicapai dengan naik MRT dan Transjakarta. Simak panduan transportasi umum ke museum tersebut.,netral
1834,"Benar-benar gila, di MRT tidak boleh ngobrol terus saya sebagai pengguna xl harus bagaimana?",negatif
1835,PT MRT Jakarta meluncurkan robot digital intelligent assistant atau robot pintar untuk memenuhi kebutuhan pengguna jasa MRT. Robot pintar ini digunakan untuk berpatroli di dalam area stasiun.,netral
1836,MRT Jakarta Akan Beroprasi hingga Pukul 2 Pagi Saat Malam Tahun Baru,netral
1837,"Hujan angin yang bikin aku menangis dulu saat berangkat kantor tahun 2017. Dari rumah tidak hujan, keluar MRT hujan angin sampai sneakers dan kaos kaki basah semua. Sedih banget.",negatif
1838,rush hour di mrt juga brutal wkwkk mengerikan,negatif
1839,"Di kemudian hari, waktu kerja kantor di daerah Karet saya jadi penumpang rutin MRT. Sangat berbeda moodnya dengan KRL. Walaupun para penumpangnya terlihat capek (ya pasti karena dari pulang kerja) saya tidak merasa ditekan keputusasaan wkwkwk.",positif
1840,Ini Jadwal Operasi MRT Saat Malam Tahun Baru 2023,netral
1841,Penandatanganan Nota Kesepahaman antara PT Industri Kereta Api (Persero) dengan PT MRT Jakarta (Perseroda) tentang Jasa Konsultasi Jasa Perawatan Penelitian dan Pengembangan Fasilitas Perkeretaapian Rabu 28 Desember 2022.,netral
1842,Gubernur DKI Apresiasi Pengemudi TransJakarta yang Gagalkan Upaya Wanita Bunuh Diri via Keadilan,netral
1843,Gubernur DKI Jakarta Anies Baswedan mengucapkan terimakasih kepada Khaerun sopir Transjakarta yang berhasil menyelamatkan seorang wanita yang hendak bunuh diri di jalan layang Jembatan Dua Jakarta Barat pada Selasa (25/1/2022).,netral
1844,akhirnya baru berani liat videonya karena takut jadi pemicu huhu. terharu banget sama inisiatif pengemudi TransJakarta serta dua bapak yg sigap membantu menyelematkan mbaknya. i hope whatever she have been through bisa terlewati dan hari-harinya bisa menjadi lebih baik lagi.,positif
1845,sudah nonton video yg mbak-mbak diselamatkan oleh driver transjakarta sedih bgt.,negatif
1846,Selamat sore min mau tanya Transjakarta 1A sampai PIK tidak?,netral
1847,menghemat 50rb sekian menjadi 3500 menikmati waktu lebih dengan transjakarta,positif
1848,"padahal depan rumah pool bis transjakarta tapi tidak bisa naik dari situ, enak tuh ya kalo bisa jalan jalan naik tj tidak perlu ke halte wkwk",negatif
1849,Lewat kampung melayu bikin kangen banget jalan-jalan naik transjakarta dulu sebelum pulang,positif
1850,hormat sih sama busway pilot transjakarta disaat ratusan org lain cuman lewat doang dia mau berhenti dulu padahal dia tahu kalau dia berhenti bisa kena sanksi,positif
1851,Aku naik TransJakarta tiap hari,netral
1852,Kronologi Sopir Transjakarta Selamatkan Perempuan yang Mencoba Bunuh Diri: Aksi mendebarkan sopir Transjakarta yang berhasil selamatkan perempuan dari percobaan bunuh diri ini menuai banyak apresiasi.,positif
1853,"Waww... Baru saja dengar wawancara tentang sistem transjakarta. Dibilang hasil pemikiran gubernur sekarang pewawancaranya terkagum-kagum sangat sistematis logis dan lain-lain, mungkin karena gubernur sekarang lulusan amerika",positif
1854,️ drop lagu yang sering lo dengerkan saat di transjakarta,netral
